"","TIME_PERIOD","MEASURE","MEASURE_label.en.label","INDEX","INDEX_label.en","TSEST","TSEST_label.en.label","REGION","REGION_label.en.label","FREQ","FREQ_label.en.label","obsValue","UNIT_MEASURE","UNIT_MEASURE_label.en","OBS_STATUS","OBS_STATUS_label.en"
"2152","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","30033","Holiday travel and accommodation","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.9,"PCT","Percent",NA,NA
"2032","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","30033","Holiday travel and accommodation","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3,"PCT","Percent",NA,NA
"2033","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40060","Major household appliances","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",9,"PCT","Percent",NA,NA
"2034","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40060","Major household appliances","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",9.9,"PCT","Percent",NA,NA
"2035","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40060","Major household appliances","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",7.2,"PCT","Percent","r","revised"
"2036","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40060","Major household appliances","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",3.7,"PCT","Percent","r","revised"
"1794","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40060","Major household appliances","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-3.1,"PCT","Percent","r","revised"
"1795","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40060","Major household appliances","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-2.5,"PCT","Percent",NA,NA
"2160","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40015","Fish and other seafood","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.7,"PCT","Percent",NA,NA
"2161","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40015","Fish and other seafood","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.8,"PCT","Percent",NA,NA
"2526","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40015","Fish and other seafood","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.5,"PCT","Percent",NA,NA
"2406","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40015","Fish and other seafood","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-2.9,"PCT","Percent",NA,NA
"2407","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40015","Fish and other seafood","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.3,"PCT","Percent",NA,NA
"2408","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40015","Fish and other seafood","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.1,"PCT","Percent",NA,NA
"2409","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40034","Other food products n.e.c.","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",4.3,"PCT","Percent",NA,NA
"2410","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40034","Other food products n.e.c.","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.5,"PCT","Percent",NA,NA
"2411","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40034","Other food products n.e.c.","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.3,"PCT","Percent",NA,NA
"2412","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40034","Other food products n.e.c.","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-3.3,"PCT","Percent",NA,NA
"2413","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40034","Other food products n.e.c.","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.5,"PCT","Percent",NA,NA
"2414","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40034","Other food products n.e.c.","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2,"PCT","Percent",NA,NA
"1323","2020-Q3","2","Percentage Change from Previous Period","40092","Therapeutic appliances and equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.2,"PCT","Percent",NA,NA
"1324","2020-Q4","2","Percentage Change from Previous Period","40092","Therapeutic appliances and equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.2,"PCT","Percent",NA,NA
"961","2021-Q1","2","Percentage Change from Previous Period","40092","Therapeutic appliances and equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"962","2021-Q2","2","Percentage Change from Previous Period","40092","Therapeutic appliances and equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.2,"PCT","Percent",NA,NA
"963","2021-Q3","2","Percentage Change from Previous Period","40092","Therapeutic appliances and equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.1,"PCT","Percent",NA,NA
"964","2021-Q4","2","Percentage Change from Previous Period","40092","Therapeutic appliances and equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.1,"PCT","Percent",NA,NA
"2421","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","131192","Newspapers, magazines and stationery","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.2,"PCT","Percent",NA,NA
"2422","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","131192","Newspapers, magazines and stationery","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.2,"PCT","Percent",NA,NA
"2787","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","131192","Newspapers, magazines and stationery","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.8,"PCT","Percent",NA,NA
"2788","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","131192","Newspapers, magazines and stationery","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.2,"PCT","Percent",NA,NA
"2789","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","131192","Newspapers, magazines and stationery","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.3,"PCT","Percent",NA,NA
"2790","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","131192","Newspapers, magazines and stationery","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.4,"PCT","Percent",NA,NA
"971","2020-Q3","2","Percentage Change from Previous Period","40086","Urban transport fares","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-3.5,"PCT","Percent",NA,NA
"972","2020-Q4","2","Percentage Change from Previous Period","40086","Urban transport fares","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",4.5,"PCT","Percent",NA,NA
"973","2021-Q1","2","Percentage Change from Previous Period","40086","Urban transport fares","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.2,"PCT","Percent",NA,NA
"974","2021-Q2","2","Percentage Change from Previous Period","40086","Urban transport fares","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.2,"PCT","Percent",NA,NA
"611","2021-Q3","2","Percentage Change from Previous Period","40086","Urban transport fares","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent",NA,NA
"612","2021-Q4","2","Percentage Change from Previous Period","40086","Urban transport fares","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0,"PCT","Percent",NA,NA
"249","2020-Q3","2","Percentage Change from Previous Period","97564","Other non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-4.1,"PCT","Percent",NA,NA
"250","2020-Q4","2","Percentage Change from Previous Period","97564","Other non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.9,"PCT","Percent",NA,NA
"251","2021-Q1","2","Percentage Change from Previous Period","97564","Other non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent",NA,NA
"252","2021-Q2","2","Percentage Change from Previous Period","97564","Other non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.2,"PCT","Percent",NA,NA
"981","2021-Q3","2","Percentage Change from Previous Period","97564","Other non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.2,"PCT","Percent",NA,NA
"982","2021-Q4","2","Percentage Change from Previous Period","97564","Other non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.7,"PCT","Percent",NA,NA
"983","2020-Q3","2","Percentage Change from Previous Period","999901","All groups CPI, seasonally adjusted","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.5,"PCT","Percent","r","revised"
"984","2020-Q4","2","Percentage Change from Previous Period","999901","All groups CPI, seasonally adjusted","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.7,"PCT","Percent","r","revised"
"1107","2021-Q1","2","Percentage Change from Previous Period","999901","All groups CPI, seasonally adjusted","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent",NA,NA
"1108","2021-Q2","2","Percentage Change from Previous Period","999901","All groups CPI, seasonally adjusted","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"866","2021-Q3","2","Percentage Change from Previous Period","999901","All groups CPI, seasonally adjusted","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"988","2021-Q4","2","Percentage Change from Previous Period","999901","All groups CPI, seasonally adjusted","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.3,"PCT","Percent",NA,NA
"989","2020-Q3","2","Percentage Change from Previous Period","114120","Fruit and vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0,"PCT","Percent",NA,NA
"990","2020-Q4","2","Percentage Change from Previous Period","114120","Fruit and vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.8,"PCT","Percent",NA,NA
"627","2021-Q1","2","Percentage Change from Previous Period","114120","Fruit and vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.6,"PCT","Percent",NA,NA
"628","2021-Q2","2","Percentage Change from Previous Period","114120","Fruit and vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",5.2,"PCT","Percent",NA,NA
"629","2021-Q3","2","Percentage Change from Previous Period","114120","Fruit and vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-3.5,"PCT","Percent",NA,NA
"630","2021-Q4","2","Percentage Change from Previous Period","114120","Fruit and vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.7,"PCT","Percent",NA,NA
"2451","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40007","Breakfast cereals","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.6,"PCT","Percent",NA,NA
"2452","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40007","Breakfast cereals","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.7,"PCT","Percent",NA,NA
"2817","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40007","Breakfast cereals","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-2.6,"PCT","Percent",NA,NA
"2818","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40007","Breakfast cereals","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-5.1,"PCT","Percent",NA,NA
"2455","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40007","Breakfast cereals","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"2456","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40007","Breakfast cereals","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.8,"PCT","Percent",NA,NA
"2457","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","20006","Alcohol and tobacco","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",8.1,"PCT","Percent",NA,NA
"2458","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","20006","Alcohol and tobacco","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",9.3,"PCT","Percent",NA,NA
"2459","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","20006","Alcohol and tobacco","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",7.9,"PCT","Percent",NA,NA
"2460","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","20006","Alcohol and tobacco","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",6.7,"PCT","Percent",NA,NA
"2825","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","20006","Alcohol and tobacco","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",4.4,"PCT","Percent",NA,NA
"2826","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","20006","Alcohol and tobacco","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.1,"PCT","Percent",NA,NA
"2827","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115529","Insurance","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.4,"PCT","Percent",NA,NA
"2828","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115529","Insurance","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.7,"PCT","Percent",NA,NA
"2829","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","115529","Insurance","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.3,"PCT","Percent",NA,NA
"2830","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","115529","Insurance","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.9,"PCT","Percent",NA,NA
"2467","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115529","Insurance","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.6,"PCT","Percent",NA,NA
"2468","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115529","Insurance","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.4,"PCT","Percent",NA,NA
"285","2020-Q3","2","Percentage Change from Previous Period","97563","Non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-3.6,"PCT","Percent",NA,NA
"286","2020-Q4","2","Percentage Change from Previous Period","97563","Non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.6,"PCT","Percent",NA,NA
"651","2021-Q1","2","Percentage Change from Previous Period","97563","Non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.4,"PCT","Percent",NA,NA
"652","2021-Q2","2","Percentage Change from Previous Period","97563","Non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.2,"PCT","Percent",NA,NA
"1381","2021-Q3","2","Percentage Change from Previous Period","97563","Non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.1,"PCT","Percent",NA,NA
"1382","2021-Q4","2","Percentage Change from Previous Period","97563","Non-durable household products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.2,"PCT","Percent",NA,NA
"1262","2020-Q3","2","Percentage Change from Previous Period","40030","Coffee, tea and cocoa","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.8,"PCT","Percent","r","revised"
"1142","2020-Q4","2","Percentage Change from Previous Period","40030","Coffee, tea and cocoa","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.3,"PCT","Percent","r","revised"
"1143","2021-Q1","2","Percentage Change from Previous Period","40030","Coffee, tea and cocoa","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1,"PCT","Percent","r","revised"
"1023","2021-Q2","2","Percentage Change from Previous Period","40030","Coffee, tea and cocoa","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.4,"PCT","Percent","r","revised"
"902","2021-Q3","2","Percentage Change from Previous Period","40030","Coffee, tea and cocoa","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.7,"PCT","Percent","r","revised"
"903","2021-Q4","2","Percentage Change from Previous Period","40030","Coffee, tea and cocoa","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1,"PCT","Percent",NA,NA
"2481","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40026","Take away and fast foods","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.9,"PCT","Percent",NA,NA
"2482","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40026","Take away and fast foods","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.6,"PCT","Percent",NA,NA
"2119","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40026","Take away and fast foods","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.6,"PCT","Percent",NA,NA
"2120","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40026","Take away and fast foods","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.1,"PCT","Percent",NA,NA
"2121","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40026","Take away and fast foods","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",2.1,"PCT","Percent",NA,NA
"2122","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40026","Take away and fast foods","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",2,"PCT","Percent",NA,NA
"2487","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","131194","Deposit and loan facilities (direct charges)","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"2488","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","131194","Deposit and loan facilities (direct charges)","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"2489","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","131194","Deposit and loan facilities (direct charges)","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.7,"PCT","Percent",NA,NA
"2490","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","131194","Deposit and loan facilities (direct charges)","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.2,"PCT","Percent",NA,NA
"2491","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","131194","Deposit and loan facilities (direct charges)","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-2.9,"PCT","Percent",NA,NA
"2492","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","131194","Deposit and loan facilities (direct charges)","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-3.1,"PCT","Percent",NA,NA
"673","2020-Q3","2","Percentage Change from Previous Period","40090","Tobacco","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",5,"PCT","Percent","r","revised"
"674","2020-Q4","2","Percentage Change from Previous Period","40090","Tobacco","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",4.9,"PCT","Percent","r","revised"
"311","2021-Q1","2","Percentage Change from Previous Period","40090","Tobacco","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",2.2,"PCT","Percent","r","revised"
"312","2021-Q2","2","Percentage Change from Previous Period","40090","Tobacco","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.4,"PCT","Percent","r","revised"
"1041","2021-Q3","2","Percentage Change from Previous Period","40090","Tobacco","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.7,"PCT","Percent","r","revised"
"1042","2021-Q4","2","Percentage Change from Previous Period","40090","Tobacco","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.3,"PCT","Percent",NA,NA
"1407","2020-Q3","2","Percentage Change from Previous Period","114121","Fruit","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.5,"PCT","Percent",NA,NA
"1287","2020-Q4","2","Percentage Change from Previous Period","114121","Fruit","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.4,"PCT","Percent",NA,NA
"1288","2021-Q1","2","Percentage Change from Previous Period","114121","Fruit","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.6,"PCT","Percent",NA,NA
"1289","2021-Q2","2","Percentage Change from Previous Period","114121","Fruit","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",4.7,"PCT","Percent",NA,NA
"1047","2021-Q3","2","Percentage Change from Previous Period","114121","Fruit","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-8.3,"PCT","Percent",NA,NA
"927","2021-Q4","2","Percentage Change from Previous Period","114121","Fruit","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.2,"PCT","Percent",NA,NA
"685","2020-Q3","2","Percentage Change from Previous Period","40078","Telecommunication equipment and services","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.8,"PCT","Percent",NA,NA
"565","2020-Q4","2","Percentage Change from Previous Period","40078","Telecommunication equipment and services","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.4,"PCT","Percent",NA,NA
"930","2021-Q1","2","Percentage Change from Previous Period","40078","Telecommunication equipment and services","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.4,"PCT","Percent",NA,NA
"931","2021-Q2","2","Percentage Change from Previous Period","40078","Telecommunication equipment and services","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.7,"PCT","Percent",NA,NA
"932","2021-Q3","2","Percentage Change from Previous Period","40078","Telecommunication equipment and services","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.7,"PCT","Percent",NA,NA
"933","2021-Q4","2","Percentage Change from Previous Period","40078","Telecommunication equipment and services","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.1,"PCT","Percent",NA,NA
"1177","2020-Q3","2","Percentage Change from Previous Period","131186","New dwelling purchase by owner-occupiers","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"1178","2020-Q4","2","Percentage Change from Previous Period","131186","New dwelling purchase by owner-occupiers","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.7,"PCT","Percent",NA,NA
"1179","2021-Q1","2","Percentage Change from Previous Period","131186","New dwelling purchase by owner-occupiers","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.1,"PCT","Percent",NA,NA
"1180","2021-Q2","2","Percentage Change from Previous Period","131186","New dwelling purchase by owner-occupiers","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.1,"PCT","Percent",NA,NA
"1303","2021-Q3","2","Percentage Change from Previous Period","131186","New dwelling purchase by owner-occupiers","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.3,"PCT","Percent",NA,NA
"1183","2021-Q4","2","Percentage Change from Previous Period","131186","New dwelling purchase by owner-occupiers","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",4.2,"PCT","Percent",NA,NA
"2153","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40073","Pets and related products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2,"PCT","Percent",NA,NA
"2154","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40073","Pets and related products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.8,"PCT","Percent",NA,NA
"2155","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40073","Pets and related products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"2156","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40073","Pets and related products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.6,"PCT","Percent",NA,NA
"2521","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40073","Pets and related products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"2522","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40073","Pets and related products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"1189","2020-Q3","2","Percentage Change from Previous Period","104120","Market goods and services excluding 'volatile items' - Total","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"1190","2020-Q4","2","Percentage Change from Previous Period","104120","Market goods and services excluding 'volatile items' - Total","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"1505","2021-Q1","2","Percentage Change from Previous Period","104120","Market goods and services excluding 'volatile items' - Total","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.2,"PCT","Percent",NA,NA
"1439","2021-Q2","2","Percentage Change from Previous Period","104120","Market goods and services excluding 'volatile items' - Total","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.3,"PCT","Percent",NA,NA
"1071","2021-Q3","2","Percentage Change from Previous Period","104120","Market goods and services excluding 'volatile items' - Total","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"1072","2021-Q4","2","Percentage Change from Previous Period","104120","Market goods and services excluding 'volatile items' - Total","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.4,"PCT","Percent",NA,NA
"1922","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97550","Oils and fats","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1,"PCT","Percent",NA,NA
"1923","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97550","Oils and fats","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"1924","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","97550","Oils and fats","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.7,"PCT","Percent",NA,NA
"1804","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","97550","Oils and fats","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.8,"PCT","Percent",NA,NA
"2169","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97550","Oils and fats","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",4.3,"PCT","Percent",NA,NA
"2170","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97550","Oils and fats","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",5.4,"PCT","Percent",NA,NA
"1079","2020-Q3","2","Percentage Change from Previous Period","131181","Garments","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1,"PCT","Percent",NA,NA
"1080","2020-Q4","2","Percentage Change from Previous Period","131181","Garments","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-2.3,"PCT","Percent",NA,NA
"1081","2021-Q1","2","Percentage Change from Previous Period","131181","Garments","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.3,"PCT","Percent",NA,NA
"1082","2021-Q2","2","Percentage Change from Previous Period","131181","Garments","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1,"PCT","Percent",NA,NA
"719","2021-Q3","2","Percentage Change from Previous Period","131181","Garments","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-5.5,"PCT","Percent",NA,NA
"720","2021-Q4","2","Percentage Change from Previous Period","131181","Garments","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.8,"PCT","Percent",NA,NA
