"","TIME_PERIOD","MEASURE","MEASURE_label.en.label","INDEX","INDEX_label.en","TSEST","TSEST_label.en.label","REGION","REGION_label.en.label","FREQ","FREQ_label.en.label","obsValue","UNIT_MEASURE","UNIT_MEASURE_label.en","OBS_STATUS","OBS_STATUS_label.en"
"2725","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115485","Glassware, tableware and household utensils","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",5.9,"PCT","Percent","r","revised"
"2726","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115485","Glassware, tableware and household utensils","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",5.9,"PCT","Percent",NA,NA
"3091","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","115485","Glassware, tableware and household utensils","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.7,"PCT","Percent",NA,NA
"3092","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","115485","Glassware, tableware and household utensils","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",2.7,"PCT","Percent",NA,NA
"3093","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115485","Glassware, tableware and household utensils","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.5,"PCT","Percent","r","revised"
"3094","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115485","Glassware, tableware and household utensils","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.8,"PCT","Percent",NA,NA
"1275","2020-Q3","2","Percentage Change from Previous Period","40086","Urban transport fares","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-3.9,"PCT","Percent",NA,NA
"1276","2020-Q4","2","Percentage Change from Previous Period","40086","Urban transport fares","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",4.8,"PCT","Percent",NA,NA
"913","2021-Q1","2","Percentage Change from Previous Period","40086","Urban transport fares","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.2,"PCT","Percent",NA,NA
"914","2021-Q2","2","Percentage Change from Previous Period","40086","Urban transport fares","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent",NA,NA
"1429","2021-Q3","2","Percentage Change from Previous Period","40086","Urban transport fares","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.2,"PCT","Percent",NA,NA
"1497","2021-Q4","2","Percentage Change from Previous Period","40086","Urban transport fares","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.3,"PCT","Percent",NA,NA
"1403","2020-Q3","2","Percentage Change from Previous Period","115961","All groups CPI excluding Housing","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2,"PCT","Percent",NA,NA
"1404","2020-Q4","2","Percentage Change from Previous Period","115961","All groups CPI excluding Housing","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.4,"PCT","Percent",NA,NA
"1500","2021-Q1","2","Percentage Change from Previous Period","115961","All groups CPI excluding Housing","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"1527","2021-Q2","2","Percentage Change from Previous Period","115961","All groups CPI excluding Housing","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"1285","2021-Q3","2","Percentage Change from Previous Period","115961","All groups CPI excluding Housing","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent",NA,NA
"1286","2021-Q4","2","Percentage Change from Previous Period","115961","All groups CPI excluding Housing","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.2,"PCT","Percent",NA,NA
"2743","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40009","Beef and veal","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",8.1,"PCT","Percent",NA,NA
"2744","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40009","Beef and veal","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",8.1,"PCT","Percent",NA,NA
"2745","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40009","Beef and veal","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",8.4,"PCT","Percent",NA,NA
"2746","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40009","Beef and veal","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",13.5,"PCT","Percent",NA,NA
"2747","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40009","Beef and veal","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",10.9,"PCT","Percent",NA,NA
"2748","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40009","Beef and veal","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",8.1,"PCT","Percent",NA,NA
"2749","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97574","Other recreational, sporting and cultural services","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.7,"PCT","Percent",NA,NA
"2750","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97574","Other recreational, sporting and cultural services","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.2,"PCT","Percent",NA,NA
"2751","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","97574","Other recreational, sporting and cultural services","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",4.3,"PCT","Percent","r","revised"
"2752","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","97574","Other recreational, sporting and cultural services","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",6,"PCT","Percent",NA,NA
"2753","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97574","Other recreational, sporting and cultural services","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",4.8,"PCT","Percent",NA,NA
"2754","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97574","Other recreational, sporting and cultural services","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",4.1,"PCT","Percent",NA,NA
"2755","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","128058","All groups CPI excluding Insurance and financial services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"2756","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","128058","All groups CPI excluding Insurance and financial services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"2757","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","128058","All groups CPI excluding Insurance and financial services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.1,"PCT","Percent",NA,NA
"2758","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","128058","All groups CPI excluding Insurance and financial services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.9,"PCT","Percent",NA,NA
"2759","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","128058","All groups CPI excluding Insurance and financial services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.3,"PCT","Percent",NA,NA
"2760","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","128058","All groups CPI excluding Insurance and financial services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.6,"PCT","Percent",NA,NA
"2761","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115496","Secondary education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",3.3,"PCT","Percent",NA,NA
"2762","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115496","Secondary education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",3.2,"PCT","Percent",NA,NA
"2763","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","115496","Secondary education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.8,"PCT","Percent",NA,NA
"2764","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","115496","Secondary education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.9,"PCT","Percent",NA,NA
"2765","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115496","Secondary education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.8,"PCT","Percent",NA,NA
"2766","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115496","Secondary education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.8,"PCT","Percent",NA,NA
"583","2020-Q3","2","Percentage Change from Previous Period","97555","Garments for infants and children","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"584","2020-Q4","2","Percentage Change from Previous Period","97555","Garments for infants and children","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.6,"PCT","Percent",NA,NA
"1313","2021-Q1","2","Percentage Change from Previous Period","97555","Garments for infants and children","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-2.6,"PCT","Percent",NA,NA
"1314","2021-Q2","2","Percentage Change from Previous Period","97555","Garments for infants and children","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.7,"PCT","Percent",NA,NA
"951","2021-Q3","2","Percentage Change from Previous Period","97555","Garments for infants and children","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-6.2,"PCT","Percent",NA,NA
"952","2021-Q4","2","Percentage Change from Previous Period","97555","Garments for infants and children","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.4,"PCT","Percent",NA,NA
"1075","2020-Q3","2","Percentage Change from Previous Period","40009","Beef and veal","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.6,"PCT","Percent",NA,NA
"1197","2020-Q4","2","Percentage Change from Previous Period","40009","Beef and veal","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3,"PCT","Percent",NA,NA
"1279","2021-Q1","2","Percentage Change from Previous Period","40009","Beef and veal","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.7,"PCT","Percent",NA,NA
"1199","2021-Q2","2","Percentage Change from Previous Period","40009","Beef and veal","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.6,"PCT","Percent",NA,NA
"1542","2021-Q3","2","Percentage Change from Previous Period","40009","Beef and veal","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.3,"PCT","Percent",NA,NA
"1535","2021-Q4","2","Percentage Change from Previous Period","40009","Beef and veal","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.3,"PCT","Percent",NA,NA
"1499","2020-Q3","2","Percentage Change from Previous Period","115495","Preschool and primary education","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",12,"PCT","Percent","r","revised"
